文本;真实一级评论数;真实点赞数;边数;最大边数;集群密度
第批污水将排，日本有一群人不干了，直击岸田七寸，中国可效仿。日本核污水问题的后续来了。据日官媒介绍，第一批核污水排海将于月日结束。目前，东电公司正在为第二批核污水的入海做准备。相关数据显示，第一批核污水的总量为吨，第二批总量应该也差不多是这个数。仅是年，日本就规划了次这样的污水排放，加起来的总量为万多吨。而更令人担忧的是，如此巨大的污水量也仅仅是目前储水罐中总量的。不知现在大家是否理解，为何中国从一开始就反对排放，因为这件事有一就有二，对世界海洋的伤害将是难以估计的。中国会反对，完全是本着对全人类负责的态度。值得一提的是，估计连岸田文雄自己也想不到的是，除了中国及周边国家，就在这两天，日本国内有一群人也不干了。月日，一群日本律师开始行动了，他们代表名福岛居民和渔民，向福岛地方法庭提起诉讼，他们的诉求很简单：必须停止核污水排海。只能说，在日本国内还是有一群有识之士。作为原告方律师，他们状告的对象既包括日本政府，也包括核电站的运营商东电公司。这些律师指出了二者的“两宗罪”：年，他们未能阻止福岛核电站发生事故，这第一次损害了当地渔民和居民的利益；年，他们将核污水排入海洋，这是第二次损害了当地渔民和居民的利益。笔者个人觉得，这群律师“这一仗”打得是真漂亮。因为，他们对日本政府及东电丑恶嘴脸的揭露，不止局限在眼前的核污水排海，还聚焦到了年的事。这一点，很多中国网友可能都忽略了：日本政府和东电的不负责，从那时候就能看出来。同时，此次这些日本律师还曝光了一份文件，作为证据。原来，早在年，日本政府和东电公司就同渔民协会白纸黑字，签了一份承诺性文件。按文件规定，在没有获得当地所有利益相关人员同意前，政府不可以擅自排放核污水。然而，月份，日本却不顾渔民协会的反对执意排污。应该说，这些律师的策略，击中了岸田政府的七寸。因为，他们把事情的前因后果都向世人展示清楚了，又拿出了有利于自己的证据，将岸田政府官员及东电撒谎、不顾他人利益的一面，揭露了出来。不管他们最后的诉讼结果如何，都值得我们点个赞。同时，这也意味着，岸田文雄砸钱安抚当地渔民和居民的做法，没有起到多大作用。早前，岸田政府曾砸了亿，成立了一个基金，为的就是“稳定”当地水产业。几天前，岸边政府又砸进去亿，并称要对依赖中国出口的渔民进行补助。现在看来，他们做的这一切，很多渔民根本不接受。事实上，这些渔民的做法也是值得我们中国效仿的。可能大家也注意到了，日前中国出台了一项法规：《外国国家豁免法》。该法一条条地都说清楚了，外国政府的哪些行为，是不能在中国获得豁免的。运用在日本核污水排海上，也就是说日本政府和东电公司的行为，对中国造成的损害，中国就依法追责。该法的推出，正是为了明确清楚涉外的这些具体问题。几天前，日本已经向递交了文件，要告中国的状，要求中国恢复对日本水产品的进口。这已经是日本方面，对中国出招了。接下来，马上日本将二次排污，相信周边国家还会有越来越多的人站出来，同中国一起对他们说“不”。;69;777;846;9387;0.09012464046021093
第批污水将排，日本有一群人不干了，直击岸田七寸，中国可效仿。日本核污水问题的后续来了。据日官媒介绍，第一批核污水排海将于月日结束。目前，东电公司正在为第二批核污水的入海做准备。相关数据显示，第一批核污水的总量为吨，第二批总量应该也差不多是这个数。仅是年，日本就规展开;81;777;858;9387;0.09140300415468201
日本科技体现在哪，清洁机器人都没有，以前可能吹了，话说回来，要夸日本人认真，核污水排放之前那么多时间，都在一直推卸责任，不作为，一直拖成无法避免的灾难食色性也哟喂国籍一换估计就是磨洋工了一块污渍还个人弄了几分钟。;19;24;43;9387;0.004580803238521359
凤凰网，对日本核污水排放入海，还真是关怀体贴日本的措施还是有效果旅日游客称不介意福岛鱼：没关系啊很干净近日，凤凰全球观察团在日本东京最大的鱼市场之一筑地市场进行了采访，关于是否还会购买福岛鱼产品，来自世界各地的游客给出了不尽相同的答案。“完全不介意”，一位来自日本大阪的游客称，“因为日本政府每天都在发表放射性氚的检测结果”。而另一位大阪游客则表示虽然有些介意，但为了表示对海啸大地震灾区的支援，还是会选择购买。来自中国台湾的一位游客认为核污水事件对台湾影响不大，福岛鱼“很干净、很卫生”。而来自新加坡和澳大利亚的两位游客都表示对此并不太关心，会照常食用。网页链接;-3;17;14;9387;0.0014914243102162564
旅日游客称不介意福岛鱼和海鲜，时至今天日本核污水排放已超万吨，污染面积也在迅速扩大，在世界大部分民众反对的情况下，媒体随机采访了旅日的游客，居然还有很多游客称其不介意并且觉得很新鲜，这是东电的公关费起到作用了么看看日本人自己吃福岛海鲜的反应吧，嘴上说没事，身体很诚实栗香派派的微博视频;127;754;881;9387;0.09385320123575157
日本民众提起诉讼要求停止核污染水排海日本民众就核污水排海提起集体诉讼据日本时事通信社报道，约名日本民众日向福岛地方法院提起诉讼，要求日本政府和东京电力公司停止核污染水排海。据报道，福岛、宫城、岩手、茨城、千叶、东京、新潟等地居民及渔业从业者约人，当日起诉日本政府和展开;18;144;162;9387;0.01725790987535954
热搜第一检测出放射性物质韩国石斑鱼大量死亡日本排放福岛核废水不仅影响了本地渔民的生计，更是破坏了大自然的平衡，甚至威胁人类生存。最近，因日本核废水影响，韩国不少养殖场的石斑鱼大量滞销，只被迫挤在箱网中，最终因水温过高出现大量死亡，引发广泛关注，话题韩国石斑鱼大量死亡一度展开;1;4;5;9387;0.0005326515393629487
哇咔咔，日本会停止排放核污水的吧？快手快手小弱弱敬众生的快手视频;1;0;1;9387;0.00010653030787258975
预制菜话题将掩盖日本排放核污水的关注热度，这是日本人启动被渗透中国人（走狗）的又一计划，日本将循序渐进地蚕食中国的各个领域，制造社会焦虑，激化社会矛盾，从而达到它们进军中国的目的由一开始的教育机构，如今热度完全消退，曹贼之流书刊依旧如故；其次是汉奸舆论导向，譬如某电台的驻日记展开;0;2;2;9387;0.0002130606157451795
预制菜话题将掩盖日本排放核污水的关注热度，这是日本人启动被渗透中国人（走狗）的又一计划，日本将循序渐进地蚕食中国的各个领域，制造社会焦虑，激化社会矛盾，从而达到它们进军中国的目的由一开始的教育机构，如今热度完全消退，曹贼之流书刊依旧如故；其次是汉奸舆论导向，譬如某电台的驻日记者，国内所谓的某教授等等；再而是政府机关部门等等。我爱咱们的国家啊可是汉奸走狗遍地开花，让人窒息;1;2;3;9387;0.00031959092361776926
日本民众就核污水排海提起集体诉讼日本第二批核污染水共吨日本时事通信社报道，约名日本民众日向福岛地方法院提起诉讼，要求日本政府和东京电力公司停止核污染水排海。报道称，这是日本首起有关叫停核污染水排海的集体诉讼。东电公司日表示，第一轮排放的核污染水总计约吨，预计首批核污染水将于日下午全部排放。第二轮排放的核污染水预计总量同样为吨，东电公司将于本月下旬公布具体排放计划。日本民众提起诉讼要求停止核污染水排海;4;6;10;9387;0.0010653030787258974
日本民众提起诉讼要求停止核污染水排海日本民众就核污水排海提起集体诉讼据日本时事通信社报道，约名日本民众日向福岛地方法院提起诉讼，要求日本政府和东京电力公司停止核污染水排海。据报道，福岛、宫城、岩手、茨城、千叶、东京、新潟等地居民及渔业从业者约人，当日起诉日本政府和东电公司，要求停止核污染水排海。报道称，这是日本首起有关叫停核污染水排海的集体诉讼。据日本共同社报道，提起诉讼的日本民众在起诉书中称，核污染水排海侵犯了民众平稳生活的权利，渔业从业者维系生计面临困难。要求日本原子能规制委员会取消排海许可，禁止东电公司继续将核污染水排放入海。据福岛中央电视台报道，起诉书称，“实施故意污染环境的行为是违法行为，不能容许”。据日本时事通信社报道，东电公司日表示，第一轮排放的核污染水总计约吨，截至日已排放约吨，预计首批核污染水将于日下午全部排放。报道称，第二轮排放的核污染水预计总量同样为吨，东电公司将于本月下旬公布具体排放计划。中国新闻网;10;150;160;9387;0.01704484925961436
日本民众起诉日本政府及东电，要求停止核污水排海据澎湃新闻报道，当地时间月日，日本多地民众起诉日本政府及东京电力公司，要求其停止核污水排海计划。来自日本福岛县、宫城县等地的约名民众日向福岛地方法院起诉日本中央政府和东京电力公司，要求其叫停月启动的福岛第一核电站核污水排海计划。原告方律师团称，这是日本全国首起有关叫停核污水排海的诉讼。起诉书称，原告认为核污水排海侵犯了日本民众平稳生活的权利，渔业从业者维系生计面临困难，因此要求日本原子能规制委员会取消排海许可，禁止东电继续将核污水排放入海。月日，日本福岛第一核电站核污水排海正式启动。根据东电计划，年将分次排放万吨核污水，每次约排放吨，首次排放需要天左右。央视新闻消息援引日本时事通信社消息称，东电月日表示第一轮排放的核污染水总计吨，截至日已排放吨，预计首批核污染水将于本月日下午全部排出，随后将使用工业用水冲洗排海相关设备，以清理残留在设备中的核污染水。核污染水第二批排放预计最快将于本月底开始。;9;125;134;9387;0.014275061254927026
霜晨一晓月日本排放核污水，中国的知识阶层一片沉默。而《治安管理处罚法》中增加处罚损害中华民族精神，伤害中华民族感情的相关内容一出台，它们立马又群情激奋起来。原以为他们被掐死了的。;5;304;309;9387;0.03291786513263023
大海啊，什么时候又才能见到你那美丽的样子反对日本排放未处理核污水超话大海啊超话日本核废水又是恨日本的一天;1;7;8;9387;0.000852242462980718
开海后威海石岛第一批打鱼船满载而归，鱼类不少，有太平洋真鳕鱼，比春节便宜了很多，今天下了四单，自家一箱，宣城亲家两箱，曹淑英一箱，另外给曹淑英又拍了一箱带鱼，共花了个元再加一元。能囤就存点。小日本排放核污水，不知道将来海洋鱼类还能不能吃。环境毁灭生灵涂炭，美国和日本鬼子都是人类灾星;1;0;1;9387;0.00010653030787258975
一定要注意日用品，避免受核辐射影响的产品核辐射的危害日本排放核污水避雷甜乃奈的微博视频;1;5;6;9387;0.0006391818472355385
韩政府增印福岛核污水谣言宣传手册，被疑“帮日本宣传”韩政府花亿印核污水辟谣宣传手册环球网消息，韩国《京乡日报》日报道称，韩国文化体育观光部花费约万韩元（元人民币约合韩元）印刷了一本名为“关于福岛核污染水的个谣言”的宣传手册，并从本月日起将其上供乘客观看。报道称，韩国政府此举引发本国部分民众的不满，并在韩国网络上引来了批评。有网友称“真的不理解韩国政府为什么给日本做宣传做到这个地步”。报道称，此前韩国政府已制作万本宣传册放置在了中央行政机关和居民中心等公共机构。为了放置在列车上，政府又追加万韩元的预算制作了本宣传手册。据估计，这两次印刷宣传手册总费用共达到了亿韩元。报道介绍称，宣传手册上列举了关于福岛核污染水的个“谣言”，包括“核污染水全部都是放射性物质”“国际原子能机构（）对日本持偏袒态度”“韩国政府只相信国际原子能机构（），不对真相进行验证”等等。宣传册中写道“这些谣言完全没有根据”“是假新闻”。报道称，对于政府将宣传手册放置在高速列车座位上的做法，一些市民认为这是浪费国家预算的行为，并认为政府将国民对排放污染水的担忧定性为谣言或假新闻并不合适。另外，一位乘坐开往釜山列车的乘客称，“排放污染水是日本的政策，不是大韩民国的政策，真不知道为什么要把税金用在这种地方”。此外，全国铁道工会也批评政府发放污水排放宣传手册的做法，号当天发布声明称，将铁路作为单方面政权宣传的手段，建议回收列车上的宣传手册，将其放置在日本的新干线上。此消息在韩媒报道后，引发了韩国网友吐槽。有人质疑说“这个政府又不是日本政府，拿着韩国国民的税金在干什么呢？我们为什么要为日本做这种事？”还有人调侃称，“做到这个程度的话，执政党不要称国民力量党了吧，应该叫日本力量党。”;20;30;50;9387;0.005326515393629488
